name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
SPARK-738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,58,0,29,1,3,26,29,28,0,4,27,28,17.88208623,0,57.25232639,18.54429698,17.88208623,0,0,0,0,0,38.48865741
SPARK-740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,216,75.69659336,30,2,4,27,30,28,0,4,27,28,17.88208623,0,57.25232639,18.54429698,17.88208623,0,0,0,0,0,103.6318287
SPARK-742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,11.50762731,31,3,5,28,31,28,0,4,27,28,17.88208623,0,57.25232639,18.54429698,17.88208623,0.5,0.5,1,0.548888889,4,2.365972222
SPARK-747,1,1,1,1,1,1,0,0.001410436,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,0,1,0,1,0,0,1,1,0,3,1,47,11.84269465,29,0,5,22,29,31,2,4,29,31,25.98682572,151.2636053,76.80129051,27.74649226,25.98682572,0.555555556,0.555555556,1,0.912305556,4,310.4958218
SPARK-749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,325,11.84269465,29,1,6,22,29,32,1,4,30,32,30.79834708,179.9555093,121.212173,32.82012616,30.79834708,0.526315789,0.526315789,1,70.79159722,9,127.9908102
SPARK-753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,122,6.936799769,26,0,2,20,26,36,1,8,32,36,44.26107382,199.0286921,136.5875304,48.02709491,44.26107382,0,0,0,0,0,221.712662
SPARK-762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,44,33.39964744,26,1,3,19,26,37,1,6,32,37,44.10506256,38.48865741,137.7159529,49.1894741,44.10506256,0.75,0.75,1,10.03063272,1,66.35943287
SPARK-764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,144,33.39964744,27,1,4,20,27,37,1,6,32,37,44.10506256,38.48865741,137.7159529,49.1894741,44.10506256,0.65,0.65,1,92.29287393,7,14.87202546
SPARK-778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,73,33.39964744,28,0,3,20,28,37,0,3,30,37,44.10506256,0,149.4727122,52.08040471,44.10506256,0.619047619,0.619047619,1,92.29287393,8,10.4522338
SPARK-782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,37,33.39964744,29,1,4,20,29,37,0,2,30,37,44.10506256,0,118.7586748,52.08040471,44.10506256,0.615384615,0.615384615,1,6.732009549,5,262.2155208
SPARK-784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,47,32.71343921,29,2,4,20,29,38,1,3,30,38,43.33577211,14.87202546,84.12979167,52.5673831,43.33577211,0.571428571,0.571428571,1,6.732009549,6,0.868518519
SPARK-785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,62,31.57612062,29,2,4,20,29,39,2,4,31,39,42.24686817,7.870271991,63.31447338,50.89967779,42.24686817,0.6,0.6,1,6.080510545,6,542.1669792
SPARK-789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,99,118.2620833,27,0,3,17,27,42,2,5,34,42,46.16926946,79.38533565,61.44440046,54.98151382,46.16926946,0,0,0,0,0,33.56034722
SPARK-791,1,0,0,0,1,1,1,0.999999005,0,0,2,1,2,0.5,0,0,0,0,0,0,1,0.5,2,1,0.5,1,0,1,0,0,0,1,1,0,2,1,564,118.2620833,28,1,4,18,28,42,2,5,34,42,46.16926946,79.38533565,61.44440046,54.98151382,46.16926946,0,0,0,0,0,389.6604167
SPARK-793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,107,37.9229947,29,2,5,19,29,42,0,5,34,42,46.16926946,0,61.44440046,54.98151382,46.16926946,0,0,0,0,0,201.8620139
SPARK-794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,20,37.9229947,30,3,5,20,30,42,0,5,34,42,46.16926946,0,61.44440046,54.98151382,46.16926946,0.5625,0.5625,1,6.080510545,7,600.2076736
SPARK-795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,260,118.2620833,31,4,6,20,31,42,0,5,34,42,46.16926946,0,61.44440046,54.98151382,46.16926946,1,1,1,1.287326389,0,152.1295949
SPARK-796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,39,118.2620833,32,5,7,21,32,42,0,5,34,42,46.16926946,0,61.44440046,54.98151382,46.16926946,0,0,0,0,0,29.12884259
SPARK-797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,96,37.9229947,33,6,8,22,33,42,0,5,34,42,46.16926946,0,61.44440046,54.98151382,46.16926946,1,1,1,38.48865741,0,563.6571412
SPARK-800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,107,39.2443967,33,5,9,22,33,43,1,6,34,43,46.96086456,80.2078588,64.57164352,57.25856788,46.96086456,0.5,0.5,1,38.48865741,1,285.1410764
SPARK-801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,50,118.2620833,34,5,10,23,34,43,1,6,34,43,46.96086456,80.2078588,64.57164352,57.25856788,46.96086456,0.529411765,0.529411765,1,6.080510545,8,24.29487269
