name,degree,EffectiveSize,Constraint,effciency,hierarhcy,degreeCentrality,closeness,Eigenvector,informationCentrality,betweenCentrality,size,ties,pairs,density,twostepReach,ReachEffic,Broker,nBrock,EgoBetw,nEgoBetw,nWeakComp,pWeakComp,number_of-nodes,number_of_edges,density,inwardlink,outwardlink,inward_type,outward_type,inward_cross,outward_cross,number_alllink,number_alltype,number_allcross,priority,hasComment,length,averfixtime_priority,all_open,7days_open,30days_open,halfYear_open,oneYear_open,all_fix,7days_fix,30days_fix,halfYear_fix,OneYear_fix,avefixtime,avefixtime_7day,avefixtime_30day,avefixtime_halfYear,avefixtime_OneYear,overall_popularity,recent_popularity,relative_popularity,reporter_mean_fix_time,open_bug_reporter,time_diff
HBASE-1239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,78,3.265374504,18,3,10,18,18,31,6,14,31,31,4.557067279,16.3790027,7.460654762,4.557067279,4.557067279,1,1,1,0.375081019,0,1.416342593
HBASE-1243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,330,0.639282407,18,4,10,18,18,32,3,13,32,32,5.28534252,28.14364583,10.17277689,5.28534252,5.28534252,0.666666667,0.666666667,1,0.962777778,1,0.876134259
HBASE-1245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,82,3.265374504,19,5,11,19,19,32,3,13,32,32,5.28534252,28.14364583,10.17277689,5.28534252,5.28534252,0,0,0,0,1,0.021851852
HBASE-1246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,163,2.947089844,18,4,10,18,18,34,5,15,34,34,5.016739856,17.17382639,8.912286265,5.016739856,5.016739856,0.5,0.5,1,0.021851852,1,432.8043056
HBASE-1247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0.639282407,19,5,11,19,19,34,4,15,34,34,5.016739856,9.334186921,8.912286265,5.016739856,5.016739856,0,0,0,0,2,0.01224537
HBASE-1251,3,3,0.333333333,1,1,1,0.333333333,0.002364886,0,0.333333333,4,3,12,0.25,0,0,0,0,2,0.5,3,0.75,4,3,2.25,1,2,1,1,0,0,3,2,0,3,1,191,2.947089844,16,1,9,16,16,38,8,18,38,38,5.469035697,9.323868634,9.371528421,5.469035697,5.469035697,0,0,0,0,0,3.110034722
HBASE-1256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,170,3.578037173,15,2,8,15,15,40,9,17,40,40,5.879283565,10.4335841,11.34229507,5.879283565,5.879283565,0,0,0,0,0,0.332118056
HBASE-1257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,68,3.578037173,16,3,9,16,16,40,9,17,40,40,5.879283565,10.4335841,11.34229507,5.879283565,5.879283565,1,1,1,0.895711806,0,70.93981481
HBASE-1258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,43,3.397708333,16,3,9,16,16,41,10,18,41,41,5.743986845,9.4234375,10.73061857,5.743986845,5.743986845,0.333333333,0.333333333,1,0.021851852,2,2.240428241
HBASE-1259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,49,3.397708333,17,4,10,17,17,41,10,18,41,41,5.743986845,9.4234375,10.73061857,5.743986845,5.743986845,0.25,0.25,1,0.021851852,3,2.239988426
